Date,Price,Open,High,Low,Volume,Change %
4/12/2018,31007.25,30798.76,31025.33,30792.47,,0.68
4/10/2018,32423.57,32454.03,32526.7,32395.25,151.14,-0.09
4/9/2018,35013.05,34837.94,34966.72,34837.94,240.46,0.5
4/7/2018,37499.07,37605.12,37611.68,37445.76,381.8,-0.28
4/6/2018,36947.1,36816.29,36950.98,36676.15,314.33,0.36
4/5/2018,41218.72,41107.81,41236.79,41107.81,283.57,0.27
4/4/2018,40749.86,40854.54,40855.83,40512.37,401.41,-0.26
4/1/2018,38676.12,38187.28,38848.31,38182.94,825.13,1.28
3/29/2018,41504.51,40822.83,41526.24,40681.31,270.6,1.72
3/28/2018,40802.08,41243.24,41280.46,40751.4,535.03,-1.07
3/27/2018,41243.24,41454.3,41466.48,41232.61,352.89,-0.51
3/26/2018,41454.3,41472.1,41662.4,41454.3,379.88,-0.04
3/23/2018,41472.1,41633.79,41960.37,41469.28,560.12,-0.39
3/22/2018,41633.79,41495.43,41640.04,41370.69,542.27,0.33
3/21/2018,41495.43,41686.36,41693.11,41235.34,488.74,-0.46
3/20/2018,41686.36,41832.63,41860.34,41614.2,398.2,-0.35
3/19/2018,41832.63,41926.99,41926.99,41664.77,326.86,-0.25
3/16/2018,41935.93,42185.38,42185.38,41741.34,426.58,-0.59
3/15/2018,42185.38,42839.49,42889.64,42039.57,404.05,-1.53
3/14/2018,42839.52,43073.42,43073.42,42669.83,372.67,-0.54
3/13/2018,43073.45,43056.51,43081.56,42801,407.78,0.04
3/12/2018,30798.76,30874.17,30895.4,30732.76,,-0.24
3/10/2018,32454.03,32711.65,32728.72,32434.67,136.7,-0.79
3/9/2018,34837.5,34848.55,34860.32,33849.14,131.53,-0.03
3/8/2018,36499.67,36688.91,36750.29,36478.1,266.2,-0.52
3/7/2018,37605.12,37946.92,37946.92,37601.79,254.77,-0.9
3/5/2018,41107.81,41306.02,41307.05,40944.36,320.39,-0.48
3/4/2018,40855.64,41504.51,41615.41,40795.66,364.76,-1.56
3/1/2018,38187.28,38264.79,38579.51,38187.28,580.71,-0.2
2/28/2018,43330.54,42299.56,43389.51,42098.01,571.57,2.44
2/26/2018,42579.48,42570.89,42671.04,42514.17,384.86,0.02
2/23/2018,42570.89,42258.78,42580.14,42214.42,308.43,0.74
2/22/2018,42299.56,42579.48,42588.34,42231.43,438.65,-0.66
2/22/2018,42258.78,42158.32,42292.85,42158.32,342.07,0.24
2/21/2018,42158.32,42148.4,42241.04,42061.98,570.26,0.02
2/20/2018,42148.4,41987.74,42265.53,41497.82,510.28,0.38
2/19/2018,41988.18,42638.83,42712.65,41988.18,287.17,-1.53
2/16/2018,42638.83,42604.4,42751.47,42454.63,616.59,0.08
2/15/2018,42604.4,42171.8,42604.4,42171.8,615.13,1.03
2/14/2018,42171.8,41708.15,42207.86,41657.35,520.74,1.11
2/13/2018,41708.15,42735.32,42735.32,41614.1,470.52,-2.41
2/11/2018,32124.94,32006.65,32200.93,32006.65,,0.37
2/10/2018,32711.65,32762.34,32815.19,32695.45,184.59,-0.17
2/8/2018,36688.91,36612.83,36708.03,36510.88,225.81,0.21
2/7/2018,37946.92,38278.55,38322.94,37946.92,244.46,-0.87
2/5/2018,41306.02,41268.01,41396.91,41154.78,276.17,0.09
2/3/2018,42876.23,42843.38,42934.03,42705.63,403.13,0.08
2/2/2018,44639.99,44460.18,44684.38,44460.18,524.94,0.4
2/1/2018,38264.79,38243.19,38268.82,37646.88,248.48,0.06
1/31/2018,44343.65,44493.79,44512.37,43946.1,651.9,-0.34
1/30/2018,44493.79,44306.48,44493.79,43986.69,876.98,0.42
1/29/2018,30611.55,31023.47,31061.18,30545.2,,-1.33
1/29/2018,44306.48,43773.76,44306.48,43773.76,573.35,1.22
1/28/2018,31023.47,31173.71,31295.97,30993.97,,-0.48
1/26/2018,43773.76,43529.06,44155.98,43529.06,944.86,0.56
1/25/2018,43529.06,43963.4,43995.68,43106.26,500.85,-0.99
1/24/2018,43963.4,44389.85,44389.85,43092.87,536.43,-0.96
1/23/2018,44389.85,44912.53,44937.83,43720.59,737.86,-1.16
1/22/2018,44912.53,45092.83,45321.82,44748.24,2130,-0.4
1/19/2018,45092.83,44848.74,45103.96,44377.62,1340,0.54
1/18/2018,44848.74,44885.24,45162.64,44188.72,1340,-0.08
1/17/2018,44885.24,44054.72,44901.01,43956.76,960.68,1.89
1/16/2018,44054.72,43119,44055.68,43119,635.4,2.17
1/15/2018,43119,42898.9,43119.44,42262.82,730.56,0.51
1/11/2018,32006.65,32458.05,32477.99,32006.65,,-1.42
1/8/2018,36612.83,37017.78,37023.18,36573.19,240.02,-1.09
1/6/2018,36816.29,38104.54,38148.45,36677.07,516.81,-3.38
1/3/2018,42843.38,43330.54,43366.21,42628.49,371.25,-1.12
1/2/2018,44460.18,44378.8,44484.04,44155.38,630.52,0.26
